"TotalJobs","JobDetailUrl","JobDescription","JobTitle","CompanyName","ScrapeTime"
"2","http://www.a4technology.com/Career.aspx?jobTitle=Java%20Developer_12%3A17%3A40%20PM_671","","Java Developer","a4technology","2016-04-25 12:17:41 PM"
"2","http://www.a4technology.com/Career.aspx?jobTitle=Business%20Analyst_12%3A17%3A41%20PM_203","","Business Analyst","a4technology","2016-04-25 12:17:41 PM"
